   0.0000000000000000        2.2212263670251298E-004
   3.5510204081632653        2.4700747991294553E-004
   7.1020408163265305        2.7417026792454443E-004
   10.653061224489797        3.0388806690779548E-004
   14.204081632653061        3.3644661443601732E-004
   17.755102040816325        3.7212236265374548E-004
   21.306122448979593        4.1116205671734590E-004
   24.857142857142858        4.5376145263136669E-004
   28.408163265306122        5.0004504025824266E-004
   31.959183673469386        5.5004870627428204E-004
   35.510204081632651        6.0370712140736472E-004
   39.061224489795919        6.6084726754149753E-004
   42.612244897959187        7.2118896474022433E-004
   46.163265306122447        7.8435257586236505E-004
   49.714285714285715        8.4987333892848035E-004
   53.265306122448976        9.1722109762463425E-004
   56.816326530612244        9.8582365919637981E-004
   60.367346938775512        1.0550916816565641E-003
   63.918367346938773        1.1244429260315071E-003
   67.469387755102034        1.1933239154006724E-003
   71.020408163265301        1.2612274925519786E-003
   74.571428571428569        1.3277053977182134E-003
   78.122448979591837        1.3923757052428415E-003
   81.673469387755105        1.4549256574558926E-003
   85.224489795918373        1.5151110120558580E-003
   88.775510204081627        1.5727533907202464E-003
   92.326530612244895        1.6277372280459575E-003
   95.877551020408163        1.6800077580359906E-003
   99.428571428571431        1.7295710694214671E-003
   102.97959183673470        1.7764966782485565E-003
   106.53061224489795        1.8209224008175812E-003
   110.08163265306122        1.8630606691917527E-003
   113.63265306122449        1.9032049178714756E-003
   117.18367346938776        1.9417343666182246E-003
   120.73469387755102        1.9791154810845134E-003
   124.28571428571428        2.0158986204573555E-003
   127.83673469387755        2.0527088497488038E-003
   131.38775510204081        2.0902305383895228E-003
   134.93877551020407        2.1291860963617670E-003
   138.48979591836735        2.1703099133350526E-003
   142.04081632653060        2.2143191683289131E-003
   145.59183673469389        2.2618835883287318E-003
   149.14285714285714        2.3135964032946349E-003
   152.69387755102039        2.3699486554475666E-003
   156.24489795918367        2.4313086904954183E-003
   159.79591836734693        2.4979081356365533E-003
   163.34693877551021        2.5698350236030110E-003
   166.89795918367346        2.6470340345833123E-003
   170.44897959183675        2.7293131792154217E-003
   174.00000000000000        2.8163557061137777E-003
   177.55102040816325        2.9077356385736235E-003
   181.10204081632654        3.0029351566264145E-003
   184.65306122448979        3.1013620485350396E-003
   188.20408163265307        3.2023656449578536E-003
   191.75510204081633        3.3052499874904264E-003
   195.30612244897958        3.4092834281221748E-003
   198.85714285714286        3.5137043589410794E-003
   202.40816326530611        3.6177232833737335E-003
   205.95918367346940        3.7205219158432234E-003
   209.51020408163265        3.8212503961581553E-003
   213.06122448979590        3.9190239954863338E-003
   216.61224489795919        4.0129208475884713E-003
   220.16326530612244        4.1019822458981895E-003
   223.71428571428572        4.1852168974996573E-003
   227.26530612244898        4.2616102235305056E-003
   230.81632653061223        4.3301393588688125E-003
   234.36734693877551        4.3897939622839542E-003
   237.91836734693877        4.4396023447278608E-003
   241.46938775510205        4.4786618123700567E-003
